ONESTEP,YAW
0,0,,,,,,,,,
100,0.0877,,,,,,,,,
200,0.1455,,,,,,,,,
300,0.1677,,,,,,,,,
400,0.154,,,,,,,,,
500,0.2506,,,,,,,,,
600,0.2914,,,,,,,,,
700,0.2976,,,,,,,,,
800,0.362,,,,,,,,,
900,0.3995,,,,,,,,,
1000,0.4343,,,,,,,,,
1100,0.4884,,,,,,,,,
1200,0.533,,,,,,,,,
1300,0.5683,,,,,,,,,
1400,0.5967,,,,,,,,,
1500,0.6584,,,,,,,,,
1600,0.6944,,,,,,,,,
1700,0.7336,,,,,,,,,
1800,0.7616,,,,,,,,,
1900,0.8132,,,,,,,,,
2000,0.856,,,,,,,,,
2100,0.9065,,,,,,,,,
2200,0.9372,,,,,,,,,
2300,0.9803,,,,,,,,,
2400,1.0231,,,,,,,,,
2500,1.0644,,,,,,,,,
2600,1.106,,,,,,,,,
2700,1.1459,,,,,,,,,
2800,1.1886,,,,,,,,,
2900,1.2245,,,,,,,,,
3000,1.2686,,,,,,,,,
3100,1.3143,,,,,,,,,
3200,1.3582,,,,,,,,,
3300,1.4057,,,,,,,,,
3400,1.4248,,,,,,,,,
3500,1.5052,,,,,,,,,
3600,1.52,,,,,,,,,
3700,1.5564,,,,,,,,,
3800,1.6251,,,,,,,,,
3900,1.6479,,,,,,,,,
4000,1.7029,,,,,,,,,
4100,1.7281,,,,,,,,,
4200,1.7624,,,,,,,,,
4300,1.8082,,,,,,,,,
4400,1.8858,,,,,,,,,
4500,1.9023,,,,,,,,,
4600,1.9429,,,,,,,,,
4700,1.9886,,,,,,,,,
4800,2.0229,,,,,,,,,
4900,2.0828,,,,,,,,,
5000,2.1001,,,,,,,,,
5100,2.1314,,,,,,,,,
5200,2.1773,,,,,,,,,
5300,2.2231,,,,,,,,,
5400,2.2605,,,,,,,,,
5500,2.3315,,,,,,,,,
5600,2.367,,,,,,,,,
5700,2.3867,,,,,,,,,
5800,2.4229,,,,,,,,,
5900,2.4491,,,,,,,,,
6000,2.5111,,,,,,,,,
6100,2.5439,,,,,,,,,
6200,2.6127,,,,,,,,,
6300,2.6436,,,,,,,,,
6400,2.7044,,,,,,,,,
6500,2.708,,,,,,,,,
6600,2.7846,,,,,,,,,
6700,2.8113,,,,,,,,,
6800,2.8573,,,,,,,,,
6900,2.9105,,,,,,,,,
7000,2.9372,,,,,,,,,
7100,2.9601,,,,,,,,,
7200,3.0064,,,,,,,,,
7300,3.0515,,,,,,,,,
7400,3.0973,,,,,,,,,
7500,3.1555,,,,,,,,,
7600,3.1472,,,,,,,,,
7700,3.2545,,,,,,,,,
7800,3.2616,,,,,,,,,
7900,3.3214,,,,,,,,,
8000,3.3556,,,,,,,,,
8100,3.4172,,,,,,,,,
8200,3.4469,,,,,,,,,
8300,3.5019,,,,,,,,,
8400,3.5363,,,,,,,,,
8500,3.5315,,,,,,,,,
8600,3.6049,,,,,,,,,
8700,3.6392,,,,,,,,,
8800,3.6964,,,,,,,,,
8900,3.7193,,,,,,,,,
9000,3.7715,,,,,,,,,
9100,3.8045,,,,,,,,,
9200,3.8681,,,,,,,,,
9300,3.8909,,,,,,,,,
9400,3.9139,,,,,,,,,
9500,3.9711,,,,,,,,,
9600,4.0276,,,,,,,,,
9700,4.0566,,,,,,,,,
9800,4.1258,,,,,,,,,
9900,4.1484,,,,,,,,,
10000,4.1768,,,,,,,,,
10100,4.2401,,,,,,,,,
10200,4.2629,,,,,,,,,
10300,4.3259,,,,,,,,,
10400,4.3316,,,,,,,,,
10500,4.4119,,,,,,,,,
10600,4.4289,,,,,,,,,
10700,4.4687,,,,,,,,,
10800,4.5432,,,,,,,,,
10900,4.5434,,,,,,,,,
11000,4.6005,,,,,,,,,
11100,4.6931,,,,,,,,,
11200,4.6463,,,,,,,,,
11300,4.7557,,,,,,,,,
11400,4.818,,,,,,,,,
11500,4.8409,,,,,,,,,
11600,4.8394,,,,,,,,,
11700,4.9046,,,,,,,,,
11800,4.9276,,,,,,,,,
11900,4.9601,,,,,,,,,
12000,5.0765,,,,,,,,,
12100,5.0697,,,,,,,,,
12200,5.0926,,,,,,,,,
12300,5.1613,,,,,,,,,
12400,5.214,,,,,,,,,
12500,5.1956,,,,,,,,,
12600,5.2687,,,,,,,,,
12700,5.333,,,,,,,,,
12800,5.333,,,,,,,,,
12900,5.4402,,,,,,,,,
13000,5.4817,,,,,,,,,
13100,5.5046,,,,,,,,,
13200,5.5618,,,,,,,,,
13300,5.5504,,,,,,,,,
13400,5.5733,,,,,,,,,
13500,5.6305,,,,,,,,,
13600,5.7106,,,,,,,,,
13700,5.6877,,,,,,,,,
13800,5.7641,,,,,,,,,
13900,5.7907,,,,,,,,,
14000,5.8558,,,,,,,,,
14100,5.8823,,,,,,,,,
14200,5.9545,,,,,,,,,
14300,6.0425,,,,,,,,,
14400,6.0277,,,,,,,,,
14500,6.0505,,,,,,,,,
14600,6.2287,,,,,,,,,
14700,6.1455,,,,,,,,,
14800,6.1569,,,,,,,,,
14900,6.2454,,,,,,,,,
15000,6.2943,,,,,,,,,
15100,6.237,,,,,,,,,
15200,6.3172,,,,,,,,,
15300,6.4459,,,,,,,,,
15400,6.4431,,,,,,,,,
15500,6.3744,,,,,,,,,
15600,6.583,,,,,,,,,
15700,6.5804,,,,,,,,,
15800,6.5433,,,,,,,,,
15900,6.6288,,,,,,,,,
16000,6.7038,,,,,,,,,
16100,6.6147,,,,,,,,,
16200,6.7202,,,,,,,,,
16300,6.8436,,,,,,,,,
16400,6.7773,,,,,,,,,
16500,6.7978,,,,,,,,,
16600,7.061,,,,,,,,,
16700,6.9788,,,,,,,,,
16800,7.0173,,,,,,,,,
16900,7.1755,,,,,,,,,
17000,7.1754,,,,,,,,,
17100,7.1506,,,,,,,,,
17200,7.2442,,,,,,,,,
17300,7.2423,,,,,,,,,
17400,7.1755,,,,,,,,,
17500,7.3455,,,,,,,,,
17600,7.3144,,,,,,,,,
17700,7.3585,,,,,,,,,
17800,7.4027,,,,,,,,,
17900,7.4501,,,,,,,,,
18000,7.473,,,,,,,,,
18100,7.6332,,,,,,,,,
18200,7.5659,,,,,,,,,
18300,7.5989,,,,,,,,,
18400,7.781,,,,,,,,,
18500,7.6892,,,,,,,,,
18600,7.7477,,,,,,,,,
18700,7.8402,,,,,,,,,
18800,7.8268,,,,,,,,,
18900,7.9194,,,,,,,,,
19000,7.9872,,,,,,,,,
19100,7.9193,,,,,,,,,
19200,8.1139,,,,,,,,,
19300,8.0795,,,,,,,,,
19400,8.0338,,,,,,,,,
19500,8.1825,,,,,,,,,
19600,8.1483,,,,,,,,,
19700,8.2283,,,,,,,,,
19800,8.2164,,,,,,,,,
19900,8.2169,,,,,,,,,
20000,8.4,,,,,,,,,
20100,8.3768,,,,,,,,,
20200,8.3542,,,,,,,,,
20300,8.4686,,,,,,,,,
20400,8.4457,,,,,,,,,
20500,8.5946,,,,,,,,,
20600,8.5946,,,,,,,,,
20700,8.6516,,,,,,,,,
20800,8.6517,,,,,,,,,
20900,8.7204,,,,,,,,,
21000,8.8234,,,,,,,,,
21100,8.8695,,,,,,,,,
21200,8.8234,,,,,,,,,
21300,8.8921,,,,,,,,,
21400,8.8692,,,,,,,,,
21500,9.0866,,,,,,,,,
21600,8.9831,,,,,,,,,
21700,9.0516,,,,,,,,,
21800,9.0745,,,,,,,,,
21900,9.1561,,,,,,,,,
22000,9.166,,,,,,,,,
22100,9.2011,,,,,,,,,
22200,9.3489,,,,,,,,,
22300,9.2697,,,,,,,,,
22400,9.3509,,,,,,,,,
22500,9.4196,,,,,,,,,
22600,9.4872,,,,,,,,,
22700,9.4529,,,,,,,,,
22800,9.4529,,,,,,,,,
22900,9.5317,,,,,,,,,
